PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
0015_01,0,-0.3325568905093579,0,-0.6403720524482873,-0.4123536323720409,-0.6248885376370679,-0.6632339304133921,1.723510500528033,False,0.21325605300521633,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0016_01,1,1.1423270165482156,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.23741428568959594,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0017_01,0,-2.0181384985751563,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0017_02,0,-1.034882560536774,0,1.5725828657920538,-0.6489032714011534,-0.3555196736582183,-0.6632339304133921,1.7467910402064457,False,0.25783978038812344,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0020_01,1,-1.9479059315724145,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0020_02,1,1.423257284559182,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0020_03,1,0.018605944504350075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0020_04,0,-1.3158128285477402,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0020_05,1,-1.9479059315724145,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0020_06,0,-1.5265105295559651,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0022_01,0,-0.5432545915175827,0,1.8904211633612606,-0.2739809639808845,1.0261494656422536,-0.6632339304133921,-0.63481033484923,False,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0024_01,1,2.336280655594823,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.1455699027929923,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0025_01,0,-0.9646499935340322,0,-0.6403720524482873,1.2009572393012184,-0.6248885376370679,1.8362972133048685,-0.63481033484923,False,0.25783978038812344,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0026_01,0,0.36976877951805803,0,0.5115774314922865,2.324154590504846,-0.6248885376370679,1.9683709934279854,1.4816727536768577,False,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0028_01,0,1.0018618825427323,0,1.9410674842944762,-0.6489032714011534,1.2871003010354365,0.7452026440187208,-0.63481033484923,False,0.2911398055859846,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0030_01,0,0.22930364551257487,0,-0.6403720524482873,1.653437989608482,1.0876380235333631,1.5379004773688958,1.5992683804471204,False,0.21325605300521633,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0031_01,0,1.2827921505536988,0,1.3327471048134838,-0.6489032714011534,2.193659136005994,-0.6632339304133921,1.9632122977308624,True,0.30510043590182,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0031_02,0,-1.877673364569673,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.30510043590182,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0031_03,0,-0.6134871585203243,0,-0.6403720524482873,-0.6489032714011534,2.277281735467619,1.8333874761386544,-0.63481033484923,True,0.30510043590182,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0034_01,1,-0.05162662249839152,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.09184438289660364,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0035_01,0,-0.4027894575120995,0,1.8085340497545292,1.696340952805816,-0.6248885376370679,1.8188575083436882,-0.63481033484923,False,0.09184438289660364,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0036_01,0,-0.9646499935340322,1,-0.6403720524482873,1.46713823904924,0.887539474643109,0.438568420288823,1.554848564778399,False,0.2911398055859846,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0038_01,0,-0.6134871585203243,0,1.6811541748007401,1.152353593535728,-0.6248885376370679,2.183428671972089,-0.63481033484923,False,0.31772936218674125,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0039_01,1,0.08883851150709167,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.09184438289660364,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0041_01,1,-0.8241848595285491,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.1455699027929923,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0043_01,0,1.1423270165482156,0,-0.6403720524482873,1.0935975893508265,0.8629870715828019,2.1699947490261606,1.8308424717282303,False,0.18368876579320728,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0044_01,1,1.8446526865756316,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.18368876579320728,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0044_02,1,-1.7372082305641898,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.18368876579320728,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0044_03,1,-0.5432545915175827,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.18368876579320728,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0045_01,0,-0.5432545915175827,0,1.8866568877645695,-0.6489032714011534,1.3953364289829826,-0.6632339304133921,0.8895050604771938,False,0.31772936218674125,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0045_02,1,-0.6837197255230659,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.31772936218674125,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0050_01,0,0.44000134652079964,0,1.8113314496975872,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.09184438289660364,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0051_01,0,1.9148852535783731,0,-0.6403720524482873,0.9644076002721059,-0.6248885376370679,1.9532202176209503,1.136952549543456,False,0.1455699027929923,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0052_01,0,-0.12185918950113311,0,-0.04908052231435017,-0.6489032714011534,-0.19794898936873348,2.395482827140043,-0.63481033484923,False,0.25783978038812344,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0053_01,0,-0.26232432350661633,0,-0.6403720524482873,-0.6489032714011534,2.3169149783889806,-0.6632339304133921,-0.38170135136456046,True,0.32925866858619957,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0056_01,0,-1.877673364569673,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.09184438289660364,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0056_02,1,0.6506990475290244,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.09184438289660364,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0056_03,0,-0.12185918950113311,0,1.4297937742046678,1.5375661978726565,2.5322955066490844,1.3849135004671294,-0.12859236787989112,True,0.09184438289660364,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0058_01,1,0.5102339135235413,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.2755331486898109,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0061_01,0,-0.4730220245148411,0,0.7662328325083205,1.7400938075791788,1.3197306855916968,1.95269534934843,-0.38170135136456046,False,0.33986460235875054,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0062_01,0,2.336280655594823,0,-0.6403720524482873,1.53016557945021,-0.6248885376370679,0.38278181175818576,0.554913184140428,False,0.34968416328472707,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0064_01,1,-0.9646499935340322,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.35882595579820864,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0064_02,1,0.2995362125153165,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.18368876579320728,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0066_01,0,2.336280655594823,0,-0.3857166514322533,1.0700524617018383,1.430222588003292,-0.6632339304133921,1.6048556228419664,False,0.25783978038812344,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0067_01,1,-2.0181384985751563,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.31772936218674125,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0067_02,0,-0.7539522925258075,0,-0.3857166514322533,1.2474698352166977,1.7466702338600313,-0.6632339304133921,-0.63481033484923,True,0.31772936218674125,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0067_03,0,-0.5432545915175827,0,2.142256979669288,0.5924920875548744,-0.6248885376370679,-0.6632339304133921,0.5405913847936407,False,0.36737753158641456,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0068_01,0,-0.12185918950113311,0,1.8127222024656824,-0.6489032714011534,-0.19794898936873348,1.340708571842259,-0.63481033484923,False,0.21325605300521633,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0069_01,0,0.9316293155399908,0,1.8538288477149052,-0.6489032714011534,0.2699354595021649,0.04098435680266437,-0.63481033484923,True,0.3754105022674356,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0070_01,0,-0.6837197255230659,0,1.289261124425613,-0.6489032714011534,0.07141987461011601,-0.41238631521413127,1.7711959647601845,False,0.34968416328472707,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0071_01,0,-0.8241848595285491,0,0.4005224365284557,1.9722601149020587,-0.6248885376370679,-0.6632339304133921,0.8149777888863071,False,0.35882595579820864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0072_01,0,-1.034882560536774,0,-0.6403720524482873,-0.4123536323720409,-0.6248885376370679,-0.6632339304133921,1.9102719810517272,False,0.3829841884825882,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0073_01,0,0.5804664805262828,0,0.7741339990548732,0.8631971075166686,1.9420433450986194,-0.6632339304133921,0.3018042006557585,False,0.18368876579320728,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0074_01,0,0.9316293155399908,0,-0.3857166514322533,2.4347176267728186,-0.6248885376370679,-0.6632339304133921,1.6395869835795986,True,0.18368876579320728,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0076_01,0,-0.12185918950113311,0,1.1955541854823488,-0.6489032714011534,2.0668979097866127,-0.6632339304133921,-0.63481033484923,True,0.39014828106173005,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0077_01,0,-0.05162662249839152,0,0.35453873890217197,-0.6489032714011534,2.160345111351668,-0.6632339304133921,-0.63481033484923,True,0.36737753158641456,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0078_01,0,0.6506990475290244,0,-0.6403720524482873,2.310805733937596,-0.6248885376370679,1.4265567008849298,2.715608603726635,False,0.21325605300521633,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0081_01,1,-1.1051151275395155,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.34968416328472707,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0082_01,0,0.9316293155399908,0,2.6331400136577083,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.3754105022674356,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0082_02,1,-1.877673364569673,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.3754105022674356,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0082_03,0,-1.4562779625532234,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.3754105022674356,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0084_01,0,-0.3325568905093579,0,1.7606107882553277,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,0.42063514347314235,True,0.35882595579820864,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0085_01,1,0.7911641815345076,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.23741428568959594,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0086_01,0,1.0018618825427323,0,1.327584629928516,-0.6489032714011534,-0.6248885376370679,1.6745835955651973,1.644594140441817,False,0.3829841884825882,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0088_01,1,1.1423270165482156,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.23741428568959594,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0090_01,1,0.44000134652079964,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.36737753158641456,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0091_01,1,-0.19209175650387472,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.3754105022674356,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0091_02,0,-0.12185918950113311,0,-0.3857166514322533,1.5858008556367227,0.7219557822571798,1.2337365472611401,-0.63481033484923,False,0.40340968318111575,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0092_01,0,-0.6837197255230659,0,-0.6403720524482873,-0.6489032714011534,1.904530606664035,-0.41238631521413127,0.6634572755748889,False,0.30510043590182,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0092_02,1,-2.0181384985751563,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.30510043590182,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0092_03,1,-1.8074407975669315,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.30510043590182,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0097_01,0,1.77442011957289,0,-0.6403720524482873,1.7732700644957573,-0.6248885376370679,-0.1615387000148706,1.723510500528033,False,0.1455699027929923,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0098_01,0,-0.19209175650387472,0,-0.6403720524482873,1.6558356738821522,0.07141987461011601,0.602140304552851,-0.63481033484923,False,0.32925866858619957,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0098_02,0,-0.19209175650387472,0,-0.6403720524482873,2.06133603976251,2.0429088641296387,-0.6632339304133921,1.0001298360327895,True,0.32925866858619957,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0099_01,0,-0.4027894575120995,0,1.4695503721752166,1.4188875888169414,1.8106529165234173,0.6531961710725176,-0.63481033484923,False,0.3969448187984236,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0099_02,0,-1.877673364569673,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.33986460235875054,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0101_01,1,0.15907107850983326,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5855115625135734,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0102_01,0,-0.7539522925258075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,1.7696630057678895,1.0163618005476223,False,0.42110305148280325,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0103_01,0,-0.3325568905093579,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,0.42063514347314235,True,0.42651210601043266,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0103_02,1,-1.386045395550482,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.39014828106173005,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0103_03,1,-1.5967430965587066,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.39014828106173005,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0105_01,0,-0.12185918950113311,0,-0.6403720524482873,-0.6489032714011534,1.8418156034018207,-0.2656498669272334,1.1481890999669713,False,0.40957374508334493,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0107_01,0,-0.5432545915175827,0,2.101804244992352,-0.037431324951772114,0.4983594228784503,-0.6632339304133921,-0.63481033484923,False,0.1455699027929923,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0108_01,1,-0.4027894575120995,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.3969448187984236,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0108_02,0,0.15907107850983326,0,1.6864120832784422,-0.6489032714011534,1.6251891333958841,-0.6632339304133921,-0.63481033484923,False,0.3969448187984236,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0108_03,0,-2.0181384985751563,1,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.3969448187984236,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0110_01,0,0.22930364551257487,0,-0.6403720524482873,1.405055963060487,0.13132546850302063,2.3319652601619802,1.7898005845901404,False,0.5855115625135734,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0110_02,0,0.7911641815345076,0,-0.6403720524482873,1.3322092829385446,-0.6248885376370679,-0.6632339304133921,2.07879618264276,False,0.23741428568959594,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0110_03,0,0.9316293155399908,0,2.1888063280373062,2.53958448662089,-0.6248885376370679,2.0629907081128707,1.5927764925699273,True,0.23741428568959594,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0110_04,1,-0.05162662249839152,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.23741428568959594,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0111_01,1,0.018605944504350075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.25783978038812344,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0112_01,0,1.3530247175564405,1,-0.6403720524482873,2.0263492777082432,1.1150812194243225,0.38278181175818576,0.32886539923812297,True,0.09184438289660364,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0113_01,0,2.476745789600306,0,-0.6403720524482873,-0.6489032714011534,1.975287346904424,-0.6632339304133921,-0.63481033484923,True,0.42110305148280325,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0114_01,0,-0.12185918950113311,0,0.9830661704343934,1.078803428127921,1.7316022321247397,1.3186796663755742,-0.38170135136456046,False,0.40340968318111575,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0115_01,0,-0.19209175650387472,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.42651210601043266,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0116_01,0,0.2995362125153165,0,-0.3857166514322533,1.9812782257375645,-0.6248885376370679,0.26501254807092545,1.5575635146476112,True,0.21325605300521633,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0119_01,0,0.720931614531766,0,-0.6403720524482873,1.999357983056522,-0.6248885376370679,0.8529879197521115,2.5928788421689624,False,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0119_02,1,-1.1051151275395155,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0120_01,1,-0.3325568905093579,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.43170898525535417,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0122_01,0,0.018605944504350075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,1.707579837734501,0.9417596322124921,False,0.40957374508334493,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0123_01,0,-0.7539522925258075,0,0.8385022440707309,1.5330309950343368,0.8953905926625478,-0.6632339304133921,-0.38170135136456046,False,0.44152854618133075,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0126_01,1,2.6874434906085307,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.44152854618133075,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0127_01,0,0.44000134652079964,0,1.7674780925761926,-0.6489032714011534,1.5877932722927768,-0.6632339304133921,0.554913184140428,False,0.2755331486898109,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0128_01,0,2.2660480885920813,1,2.2119972735577136,1.3352791896171938,0.2699354595021649,1.420893101564017,-0.23364208743037843,False,0.18368876579320728,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0128_02,0,1.1423270165482156,0,2.170748289553457,0.015175522038174917,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.2911398055859846,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0129_01,1,-0.4730220245148411,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.4154637563486096,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0133_01,1,-0.6837197255230659,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.45067033869481227,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0133_02,0,0.5102339135235413,0,2.267648377782544,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.23741428568959594,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
